Depth (ft),Density (g/cm^3),Overburden stress (psi),Hydrostatic pore pressure (psi),Overburden gradient (psi/ft),Porosity (-)
9394,2.292,8269.969049,4133.36,0.880345864,0.24
9395,2.274,8270.965857,4133.8,0.88035826,0.250588235
9396,2.282,8271.966173,4134.24,0.880371027,0.245882353
9397,2.274,8272.962981,4134.68,0.880383418,0.250588235
9398,2.264,8273.955406,4135.12,0.88039534,0.256470588
9399,2.27,8274.950461,4135.56,0.880407539,0.252941176
9400,2.311,8275.963489,4136,0.880421648,0.228823529
9401,2.294,8276.969064,4136.44,0.880434961,0.238823529
9402,2.268,8277.963243,4136.88,0.880447058,0.254117647
9403,2.286,8278.965312,4137.32,0.880459993,0.243529412
9404,2.276,8279.962997,4137.76,0.880472458,0.249411765
9405,2.308,8280.974709,4138.2,0.880486412,0.230588235
9406,2.31,8281.987298,4138.64,0.880500457,0.229411765
9407,2.3,8282.995504,4139.08,0.880514033,0.235294118
9408,2.279,8283.994504,4139.52,0.880526627,0.247647059
9409,2.278,8284.993066,4139.96,0.880539172,0.248235294
9410,2.262,8285.984615,4140.4,0.880550969,0.257647059
9411,2.23,8286.962136,4140.84,0.880561273,0.276470588
9412,2.242,8287.944917,4141.28,0.880572133,0.269411765
9413,2.268,8288.939096,4141.72,0.880584202,0.254117647
9414,2.311,8289.952123,4142.16,0.880598271,0.228823529
9415,2.324,8290.970849,4142.6,0.880612942,0.221176471
9416,2.31,8291.983438,4143.04,0.880626958,0.229411765
9417,2.276,8292.981124,4143.48,0.880639389,0.249411765
9418,2.294,8293.986699,4143.92,0.880652654,0.238823529
9419,2.3,8294.994905,4144.36,0.880666196,0.235294118
9420,2.31,8296.007494,4144.8,0.880680201,0.229411765
9421,2.29,8297.011316,4145.24,0.880693272,0.241176471
9422,2.286,8298.013385,4145.68,0.880706154,0.243529412
9423,2.274,8299.010193,4146.12,0.880718475,0.250588235
9424,2.318,8300.026289,4146.56,0.880732841,0.224705882
9425,2.294,8301.031865,4147,0.880746086,0.238823529
9426,2.308,8302.043577,4147.44,0.880759981,0.230588235
9427,2.31,8303.056166,4147.88,0.880773965,0.229411765
9428,2.314,8304.070509,4148.32,0.880788132,0.227058824
9429,2.3,8305.078715,4148.76,0.880801645,0.235294118
9430,2.326,8306.098317,4149.2,0.880816365,0.22
9431,2.31,8307.110907,4149.64,0.880830337,0.229411765
9432,2.3,8308.119112,4150.08,0.880843841,0.235294118
9433,2.29,8309.122934,4150.52,0.880856878,0.241176471
9434,2.29,8310.126757,4150.96,0.880869913,0.241176471
9435,2.32,8311.143729,4151.4,0.880884338,0.223529412
9436,2.314,8312.158072,4151.84,0.880898482,0.227058824
9437,2.322,8313.175921,4152.28,0.880912994,0.222352941
9438,2.314,8314.190264,4152.72,0.880927131,0.227058824
9439,2.326,8315.209866,4153.16,0.880941823,0.22
9440,2.328,8316.230346,4153.6,0.880956604,0.218823529
9441,2.308,8317.242058,4154.04,0.880970454,0.230588235
9442,2.3,8318.250264,4154.48,0.88098393,0.235294118
9443,2.316,8319.265483,4154.92,0.880998145,0.225882353
9444,2.314,8320.279826,4155.36,0.881012264,0.227058824
9445,2.29,8321.283648,4155.8,0.881025267,0.241176471
9446,2.29,8322.28747,4156.24,0.881038267,0.241176471
9447,2.284,8323.288662,4156.68,0.881050986,0.244705882
9448,2.248,8324.274074,4157.12,0.881062031,0.265882353
9449,2.276,8325.271759,4157.56,0.881074374,0.249411765
9450,2.27,8326.266814,4158,0.881086435,0.252941176
9451,2.29,8327.270636,4158.44,0.881099422,0.241176471
9452,2.284,8328.271828,4158.88,0.881112127,0.244705882
9453,2.264,8329.264253,4159.32,0.881123903,0.256470588
9454,2.268,8330.258432,4159.76,0.881135861,0.254117647
9455,2.27,8331.253487,4160.2,0.88114791,0.252941176
9456,2.286,8332.255556,4160.64,0.881160697,0.243529412
9457,2.3,8333.263761,4161.08,0.881174131,0.235294118
9458,2.294,8334.269337,4161.52,0.881187284,0.238823529
9459,2.278,8335.267899,4161.96,0.881199693,0.248235294
9460,2.29,8336.271721,4162.4,0.881212655,0.241176471
9461,2.29,8337.275543,4162.84,0.881225615,0.241176471
9462,2.294,8338.281119,4163.28,0.881238757,0.238823529
9463,2.294,8339.286694,4163.72,0.881251896,0.238823529
9464,2.314,8340.301037,4164.16,0.881265959,0.227058824
9465,2.318,8341.317133,4164.6,0.881280204,0.224705882
9466,2.319,8342.333667,4165.04,0.881294493,0.224117647
9467,2.354,8343.365543,4165.48,0.881310399,0.203529412
9468,2.362,8344.400927,4165.92,0.881326672,0.198823529
9469,2.404,8345.454721,4166.36,0.881344886,0.174117647
9470,2.396,8346.505008,4166.8,0.881362725,0.178823529
9471,2.392,8347.553542,4167.24,0.881380376,0.181176471
9472,2.384,8348.598569,4167.68,0.881397653,0.185882353
9473,2.402,8349.651487,4168.12,0.881415759,0.175294118
9474,2.43,8350.716678,4168.56,0.881435157,0.158823529
9475,2.42,8351.777485,4169,0.881454088,0.164705882
9476,2.378,8352.819882,4169.44,0.881471072,0.189411765
9477,2.334,8353.842992,4169.88,0.881486018,0.215294118
9478,2.296,8354.849444,4170.32,0.881499203,0.237647059
9479,2.306,8355.86028,4170.76,0.881512847,0.231764706
9480,2.318,8356.876376,4171.2,0.881527044,0.224705882
9481,2.298,8357.883705,4171.64,0.881540313,0.236470588
9482,2.306,8358.894541,4172.08,0.881553949,0.231764706
9483,2.35,8359.924664,4172.52,0.881569615,0.205882353
9484,2.338,8360.949527,4172.96,0.881584724,0.212941176
9485,2.354,8361.981403,4173.4,0.88160057,0.203529412
9486,2.343,8363.008458,4173.84,0.881615903,0.21
9487,2.37,8364.047348,4174.28,0.881632481,0.194117647
9488,2.328,8365.067828,4174.72,0.881647115,0.218823529
9489,2.316,8366.083047,4175.16,0.881661192,0.225882353
9490,2.318,8367.099143,4175.6,0.881675358,0.224705882
9491,2.338,8368.124006,4176.04,0.881690444,0.212941176
9492,2.306,8369.134842,4176.48,0.88170405,0.231764706
9493,2.282,8370.135157,4176.92,0.881716544,0.245882353
9494,2.294,8371.140732,4177.36,0.881729591,0.238823529
9495,2.284,8372.141925,4177.8,0.881742172,0.244705882
9496,2.262,8373.133473,4178.24,0.881753736,0.257647059
9497,2.29,8374.137295,4178.68,0.881766589,0.241176471
9498,2.266,8375.130597,4179.12,0.881778332,0.255294118
9499,2.284,8376.131789,4179.56,0.881790903,0.244705882
9500,2.288,8377.134734,4180,0.881803656,0.242352941
9501,2.294,8378.14031,4180.44,0.881816683,0.238823529
9502,2.308,8379.152022,4180.88,0.881830354,0.230588235
9503,2.316,8380.167242,4181.32,0.88184439,0.225882353
9504,2.283,8381.167995,4181.76,0.881856902,0.245294118
9505,2.314,8382.182338,4182.2,0.88187084,0.227058824
9506,2.316,8383.197557,4182.64,0.881884868,0.225882353
9507,2.29,8384.201379,4183.08,0.881897694,0.241176471
9508,2.284,8385.202571,4183.52,0.881910241,0.244705882
9509,2.316,8386.21779,4183.96,0.88192426,0.225882353
9510,2.296,8387.224243,4184.4,0.881937355,0.237647059
9511,2.296,8388.230695,4184.84,0.881950446,0.237647059
9512,2.284,8389.231887,4185.28,0.881962982,0.244705882
9513,2.303,8390.241408,4185.72,0.881976391,0.233529412
9514,2.314,8391.25575,4186.16,0.881990304,0.227058824
9515,2.324,8392.274476,4186.6,0.882004674,0.221176471
9516,2.322,8393.292326,4187.04,0.88201895,0.222352941
9517,2.316,8394.307545,4187.48,0.882032946,0.225882353
9518,2.314,8395.321888,4187.92,0.882046847,0.227058824
9519,2.298,8396.329216,4188.36,0.882060008,0.236470588
9520,2.284,8397.330409,4188.8,0.882072522,0.244705882
9521,2.284,8398.331601,4189.24,0.882085033,0.244705882
9522,2.322,8399.34945,4189.68,0.882099291,0.222352941
9523,2.302,8400.358532,4190.12,0.882112625,0.234117647
9524,2.268,8401.352711,4190.56,0.882124392,0.254117647
9525,2.31,8402.3653,4191,0.882138089,0.229411765
9526,2.334,8403.388409,4191.44,0.882152888,0.215294118
9527,2.314,8404.402752,4191.88,0.882166763,0.227058824
9528,2.308,8405.414464,4192.32,0.882180359,0.230588235
9529,2.278,8406.413026,4192.76,0.882192573,0.248235294
9530,2.298,8407.420355,4193.2,0.882205704,0.236470588
9531,2.316,8408.435575,4193.64,0.882219659,0.225882353
9532,2.334,8409.458684,4194.08,0.88223444,0.215294118
9533,2.346,8410.487054,4194.52,0.88224977,0.208235294
9534,2.354,8411.51893,4194.96,0.882265464,0.203529412
9535,2.3,8412.527136,4195.4,0.882278672,0.235294118
9536,2.27,8413.522191,4195.84,0.882290498,0.252941176
9537,2.306,8414.533027,4196.28,0.882303977,0.231764706
9538,2.338,8415.55789,4196.72,0.882318923,0.212941176
9539,2.307,8416.569164,4197.16,0.882332442,0.231176471
9540,2.348,8417.598411,4197.6,0.882347842,0.207058824
9541,2.356,8418.631164,4198.04,0.882363606,0.202352941
9542,2.37,8419.670054,4198.48,0.88238001,0.194117647
9543,2.358,8420.703684,4198.92,0.882395859,0.201176471
9544,2.356,8421.736437,4199.36,0.882411613,0.202352941
9545,2.362,8422.771821,4199.8,0.88242764,0.198823529
9546,2.394,8423.821231,4200.24,0.882445132,0.18
9547,2.398,8424.872395,4200.68,0.882462805,0.177647059
9548,2.426,8425.935833,4201.12,0.882481759,0.161176471
9549,2.374,8426.976477,4201.56,0.882498322,0.191764706
9550,2.348,8428.005723,4202,0.882513688,0.207058824
9551,2.36,8429.04023,4202.44,0.882529602,0.2
9552,2.364,8430.07649,4202.88,0.882545696,0.197647059
9553,2.348,8431.105736,4203.32,0.882561053,0.207058824
9554,2.334,8432.128846,4203.76,0.882575764,0.215294118
9555,2.35,8433.158969,4204.2,0.882591206,0.205882353
9556,2.334,8434.182078,4204.64,0.88260591,0.215294118
9557,2.319,8435.198613,4205.08,0.882619924,0.224117647
9558,2.316,8436.213832,4205.52,0.882633797,0.225882353
9559,2.308,8437.225545,4205.96,0.8826473,0.230588235
9560,2.322,8438.243394,4206.4,0.882661443,0.222352941
9561,2.308,8439.255106,4206.84,0.882674941,0.230588235
9562,2.318,8440.271202,4207.28,0.882688894,0.224705882
9563,2.316,8441.286422,4207.72,0.882702752,0.225882353
9564,2.32,8442.303394,4208.16,0.882716792,0.223529412
9565,2.318,8443.31949,4208.6,0.882730736,0.224705882
9566,2.358,8444.35312,4209.04,0.882746511,0.201176471
9567,2.356,8445.385873,4209.48,0.88276219,0.202352941
9568,2.342,8446.41249,4209.92,0.882777225,0.210588235
9569,2.374,8447.453133,4210.36,0.882793723,0.191764706
9570,2.327,8448.473174,4210.8,0.882808064,0.219411765
9571,2.302,8449.482257,4211.24,0.882821258,0.234117647
9572,2.346,8450.510627,4211.68,0.882836463,0.208235294
9573,2.342,8451.537243,4212.12,0.882851483,0.210588235
9574,2.342,8452.563859,4212.56,0.882866499,0.210588235
9575,2.324,8453.582585,4213,0.882880688,0.221176471
9576,2.282,8454.582901,4213.44,0.882892951,0.245882353
9577,2.306,8455.593736,4213.88,0.882906311,0.231764706
9578,2.3,8456.601942,4214.32,0.882919393,0.235294118
9579,2.298,8457.609271,4214.76,0.88293238,0.236470588
9580,2.346,8458.637641,4215.2,0.882947562,0.208235294
9581,2.354,8459.669517,4215.64,0.882963106,0.203529412
9582,2.322,8460.687367,4216.08,0.882977183,0.222352941
9583,2.322,8461.705216,4216.52,0.882991257,0.222352941
9584,2.31,8462.717805,4216.96,0.883004779,0.229411765
9585,2.342,8463.744422,4217.4,0.883019762,0.210588235
9586,2.33,8464.765778,4217.84,0.883034193,0.217647059
9587,2.33,8465.787134,4218.28,0.883048621,0.217647059
9588,2.316,8466.802353,4218.72,0.883062406,0.225882353
9589,2.316,8467.817572,4219.16,0.883076189,0.225882353
9590,2.308,8468.829285,4219.6,0.883089602,0.230588235
9591,2.286,8469.831354,4220.04,0.883102007,0.243529412
9592,2.31,8470.843943,4220.48,0.883115507,0.229411765
9593,2.308,8471.855655,4220.92,0.883128912,0.230588235
9594,2.29,8472.859477,4221.36,0.883141492,0.241176471
9595,2.322,8473.877327,4221.8,0.883155532,0.222352941
9596,2.318,8474.893423,4222.24,0.883169385,0.224705882
9597,2.326,8475.913025,4222.68,0.883183602,0.22
9598,2.318,8476.929121,4223.12,0.88319745,0.224705882
9599,2.31,8477.941711,4223.56,0.883210929,0.229411765
9600,2.33,8478.963067,4224,0.883225319,0.217647059
9601,2.332,8479.9853,4224.44,0.883239798,0.216470588
9602,2.314,8480.999642,4224.88,0.883253452,0.227058824
9603,2.326,8482.019245,4225.32,0.88326765,0.22
9604,2.332,8483.041478,4225.76,0.88328212,0.216470588
9605,2.324,8484.060204,4226.2,0.883296221,0.221176471
9606,2.302,8485.069286,4226.64,0.883309316,0.234117647
9607,2.296,8486.075738,4227.08,0.883322134,0.237647059
9608,2.332,8487.097971,4227.52,0.883336592,0.216470588
9609,2.358,8488.131601,4227.96,0.883352232,0.201176471
9610,2.338,8489.156464,4228.4,0.883366958,0.212941176
9611,2.33,8490.17782,4228.84,0.883381315,0.217647059
9612,2.336,8491.201807,4229.28,0.883395943,0.214117647
9613,2.354,8492.233683,4229.72,0.883411389,0.203529412
9614,2.378,8493.27608,4230.16,0.883427926,0.189411765
9615,2.39,8494.323737,4230.6,0.883445006,0.182352941
9616,2.364,8495.359997,4231.04,0.883460898,0.197647059
9617,2.378,8496.402394,4231.48,0.883477425,0.189411765
9618,2.364,8497.438654,4231.92,0.88349331,0.197647059
9619,2.368,8498.476668,4232.36,0.883509374,0.195294118
9620,2.38,8499.519942,4232.8,0.883525981,0.188235294
9621,2.366,8500.557078,4233.24,0.883541948,0.196470588
9622,2.334,8501.580188,4233.68,0.883556453,0.215294118
9623,2.3,8502.588394,4234.12,0.883569406,0.235294118
9624,2.3,8503.596599,4234.56,0.883582357,0.235294118
9625,2.295,8504.602613,4235,0.883595077,0.238235294
9626,2.306,8505.613449,4235.44,0.883608295,0.231764706
9627,2.34,8506.639189,4235.88,0.883623059,0.211764706
9628,2.338,8507.664052,4236.32,0.883637729,0.212941176
9629,2.316,8508.679271,4236.76,0.883651394,0.225882353
9630,2.338,8509.704134,4237.2,0.883666058,0.212941176
9631,2.358,8510.737764,4237.64,0.883681628,0.201176471
9632,2.366,8511.774901,4238.08,0.88369756,0.196470588
9633,2.356,8512.807654,4238.52,0.883713034,0.202352941
9634,2.382,8513.851804,4238.96,0.883729687,0.187058824
9635,2.367,8514.889379,4239.4,0.883745654,0.195882353
9636,2.39,8515.937036,4239.84,0.883762665,0.182352941
9637,2.394,8516.986447,4240.28,0.883779853,0.18
9638,2.415,8518.045063,4240.72,0.883797994,0.167647059
9639,2.486,8519.134802,4241.16,0.883819359,0.125882353
9640,2.458,8520.212267,4241.6,0.883839447,0.142352941
9641,2.45,8521.286225,4242.04,0.883859167,0.147058824
9642,2.428,8522.350539,4242.48,0.883877882,0.16
9643,2.396,8523.400827,4242.92,0.883895139,0.178823529
9644,2.386,8524.446731,4243.36,0.883911938,0.184705882
9645,2.39,8525.494388,4243.8,0.883928915,0.182352941
9646,2.354,8526.526264,4244.24,0.883944253,0.203529412
9647,2.326,8527.545867,4244.68,0.883958315,0.22
9648,2.36,8528.580374,4245.12,0.883973919,0.2
9649,2.326,8529.599976,4245.56,0.883987976,0.22
9650,2.312,8530.613442,4246,0.884001393,0.228235294
9651,2.312,8531.626908,4246.44,0.884014808,0.228235294
9652,2.278,8532.62547,4246.88,0.884026675,0.248235294
9653,2.296,8533.631922,4247.32,0.884039358,0.237647059
9654,2.343,8534.658977,4247.76,0.884054172,0.21
9655,2.352,8535.689977,4248.2,0.884069392,0.204705882
9656,2.346,8536.718347,4248.64,0.884084336,0.208235294
9657,2.342,8537.744963,4249.08,0.884099095,0.210588235
9658,2.351,8538.775525,4249.52,0.88411426,0.205294118
9659,2.338,8539.800388,4249.96,0.884128832,0.212941176
9660,2.348,8540.829634,4250.4,0.884143854,0.207058824
9661,2.338,8541.854497,4250.84,0.88415842,0.212941176
9662,2.302,8542.863579,4251.28,0.88417135,0.234117647
9663,2.334,8543.886689,4251.72,0.884185728,0.215294118
9664,2.338,8544.911552,4252.16,0.884200285,0.212941176
9665,2.366,8545.948689,4252.6,0.884216108,0.196470588
9666,2.388,8546.995469,4253.04,0.884232927,0.183529412
9667,2.442,8548.06592,4253.48,0.88425219,0.151764706
9668,2.494,8549.159166,4253.92,0.884273807,0.121176471
9669,2.398,8550.21033,4254.36,0.884291067,0.177647059
9670,2.342,8551.236946,4254.8,0.884305786,0.210588235
9671,2.338,8552.261809,4255.24,0.884320319,0.212941176
9672,2.308,8553.273522,4255.68,0.884333491,0.230588235
9673,2.33,8554.294878,4256.12,0.884347656,0.217647059
9674,2.358,8555.328508,4256.56,0.884363087,0.201176471
9675,2.354,8556.360385,4257,0.884378334,0.203529412
9676,2.35,8557.390508,4257.44,0.884393397,0.205882353
9677,2.326,8558.41011,4257.88,0.884407369,0.22
9678,2.32,8559.427083,4258.32,0.884421067,0.223529412
9679,2.319,8560.443617,4258.76,0.884434716,0.224117647
9680,2.358,8561.477247,4259.2,0.884450129,0.201176471
9681,2.375,8562.518329,4259.64,0.884466308,0.191176471
9682,2.356,8563.551083,4260.08,0.884481624,0.202352941
9683,2.29,8564.554905,4260.52,0.884493949,0.241176471
9684,2.268,8565.549083,4260.96,0.884505275,0.254117647
9685,2.276,8566.546768,4261.4,0.884516961,0.249411765
9686,2.21,8567.515523,4261.84,0.884525658,0.288235294
9687,2.198,8568.479016,4262.28,0.88453381,0.295294118
9688,2.17,8569.430237,4262.72,0.884540693,0.311764706
9689,2.2,8570.394607,4263.16,0.884548933,0.294117647
9690,2.194,8571.356348,4263.6,0.884556899,0.297647059
9691,2.17,8572.307568,4264.04,0.884563778,0.311764706
9692,2.146,8573.248268,4264.48,0.884569569,0.325882353
9693,2.146,8574.188967,4264.92,0.88457536,0.325882353
9694,2.188,8575.148078,4265.36,0.884583049,0.301176471
9695,2.184,8576.105435,4265.8,0.884590555,0.303529412
9696,2.206,8577.072435,4266.24,0.884599055,0.290588235
9697,2.214,8578.042943,4266.68,0.884607914,0.285882353
9698,2.223,8579.017396,4267.12,0.884617178,0.280588235
9699,2.22,8579.990533,4267.56,0.884626305,0.282352941
9700,2.214,8580.961041,4268,0.884635159,0.285882353
9701,2.254,8581.949082,4268.44,0.884645818,0.262352941
9702,2.238,8582.93011,4268.88,0.884655752,0.271764706
9703,2.319,8583.946645,4269.32,0.884669344,0.224117647
9704,2.326,8584.966247,4269.76,0.884683249,0.22
9705,2.322,8585.984097,4270.2,0.88469697,0.222352941
9706,2.308,8586.995809,4270.64,0.884710057,0.230588235
9707,2.366,8588.032946,4271.08,0.884725759,0.196470588
9708,2.378,8589.075343,4271.52,0.884742001,0.189411765
9709,2.328,8590.095822,4271.96,0.884755981,0.218823529
9710,2.338,8591.120685,4272.4,0.88477041,0.212941176
9711,2.322,8592.138535,4272.84,0.884784114,0.222352941
9712,2.322,8593.156384,4273.28,0.884797815,0.222352941
9713,2.35,8594.186507,4273.72,0.884812777,0.205882353
9714,2.334,8595.209617,4274.16,0.884827014,0.215294118
9715,2.322,8596.227466,4274.6,0.884840707,0.222352941
9716,2.36,8597.261973,4275.04,0.884856111,0.2
9717,2.332,8598.284206,4275.48,0.884870249,0.216470588
9718,2.316,8599.299425,4275.92,0.884883662,0.225882353
9719,2.348,8600.328671,4276.36,0.884898515,0.207058824
9720,2.342,8601.355288,4276.8,0.884913095,0.210588235
9721,2.354,8602.387164,4277.24,0.884928214,0.203529412
9722,2.39,8603.434821,4277.68,0.884944952,0.182352941
9723,2.402,8604.487739,4278.12,0.884962228,0.175294118
9724,2.362,8605.523122,4278.56,0.884977697,0.198823529
9725,2.342,8606.549739,4279,0.884992261,0.210588235
9726,2.278,8607.548301,4279.44,0.885003938,0.248235294
9727,2.282,8608.548616,4279.88,0.885015793,0.245882353
9728,2.288,8609.551561,4280.32,0.885027915,0.242352941
9729,2.306,8610.562397,4280.76,0.885040847,0.231764706
9730,2.34,8611.588137,4281.2,0.885055307,0.211764706
9731,2.358,8612.621767,4281.64,0.885070575,0.201176471
9732,2.34,8613.647506,4282.08,0.885085029,0.211764706
9733,2.358,8614.681136,4282.52,0.885100291,0.201176471
9734,2.391,8615.729232,4282.96,0.885117036,0.181764706
9735,2.396,8616.779519,4283.4,0.885134003,0.178823529
9736,2.338,8617.804382,4283.84,0.885148355,0.212941176
9737,2.326,8618.823985,4284.28,0.885162163,0.22
9738,2.35,8619.854108,4284.72,0.88517705,0.205882353
9739,2.358,8620.887738,4285.16,0.885192293,0.201176471
9740,2.342,8621.914354,4285.6,0.885206813,0.210588235
9741,2.322,8622.932204,4286.04,0.885220429,0.222352941
9742,2.31,8623.944793,4286.48,0.885233504,0.229411765
9743,2.31,8624.957382,4286.92,0.885246575,0.229411765
9744,2.33,8625.978738,4287.36,0.885260544,0.217647059
9745,2.258,8626.968533,4287.8,0.885271271,0.26
9746,2.318,8627.984629,4288.24,0.885284694,0.224705882
9747,2.33,8629.005985,4288.68,0.885298654,0.217647059
9748,2.346,8630.034355,4289.12,0.885313331,0.208235294
9749,2.328,8631.054834,4289.56,0.885327196,0.218823529
9750,2.322,8632.072684,4290,0.885340788,0.222352941
9751,2.34,8633.098423,4290.44,0.885355186,0.211764706
9752,2.348,8634.12767,4290.88,0.885369942,0.207058824
9753,2.348,8635.156916,4291.32,0.885384694,0.207058824
9754,2.342,8636.183533,4291.76,0.885399173,0.210588235
9755,2.318,8637.199629,4292.2,0.885412571,0.224705882
9756,2.332,8638.221862,4292.64,0.885426595,0.216470588
9757,2.327,8639.241903,4293.08,0.885440392,0.219411765
9758,2.302,8640.250985,4293.52,0.885453063,0.234117647
9759,2.314,8641.265328,4293.96,0.88546627,0.227058824
9760,2.266,8642.258629,4294.4,0.885477319,0.255294118
9761,2.294,8643.264205,4294.84,0.885489622,0.238823529
9762,2.316,8644.279424,4295.28,0.885502912,0.225882353
9763,2.316,8645.294643,4295.72,0.885516198,0.225882353
9764,2.314,8646.308986,4296.16,0.885529392,0.227058824
9765,2.296,8647.315438,4296.6,0.885541776,0.237647059
9766,2.279,8648.314439,4297.04,0.885553393,0.247647059
9767,2.318,8649.330534,4297.48,0.885566759,0.224705882
9768,2.314,8650.344877,4297.92,0.885579942,0.227058824
9769,2.31,8651.357466,4298.36,0.885592944,0.229411765
9770,2.268,8652.351645,4298.8,0.885604058,0.254117647
9771,2.308,8653.363357,4299.24,0.885616964,0.230588235
9772,2.284,8654.364549,4299.68,0.885628791,0.244705882
9773,2.34,8655.390289,4300.12,0.885643128,0.211764706
9774,2.338,8656.415152,4300.56,0.885657372,0.212941176
9775,2.338,8657.440015,4301,0.885671613,0.212941176
9776,2.332,8658.462248,4301.44,0.885685582,0.216470588
9777,2.306,8659.473083,4301.88,0.885698382,0.231764706
9778,2.302,8660.482166,4302.32,0.885711001,0.234117647
9779,2.324,8661.500892,4302.76,0.885724603,0.221176471
9780,2.34,8662.526631,4303.2,0.885738919,0.211764706
9781,2.31,8663.539221,4303.64,0.885751888,0.229411765
9782,2.274,8664.536029,4304.08,0.885763242,0.250588235
9783,2.268,8665.530208,4304.52,0.885774324,0.254117647
9784,2.279,8666.529208,4304.96,0.885785896,0.247647059
9785,2.278,8667.52777,4305.4,0.885797422,0.248235294
9786,2.26,8668.518441,4305.84,0.885808138,0.258823529
9787,2.326,8669.538044,4306.28,0.885821809,0.22
9788,2.336,8670.56203,4306.72,0.885835925,0.214117647
9789,2.342,8671.588647,4307.16,0.885850306,0.210588235
9790,2.332,8672.61088,4307.6,0.885864237,0.216470588
9791,2.295,8673.616894,4308.04,0.885876508,0.238235294
9792,2.306,8674.627729,4308.48,0.88588927,0.231764706
9793,2.322,8675.645579,4308.92,0.885902745,0.222352941
9794,2.33,8676.666935,4309.36,0.885916575,0.217647059
9795,2.346,8677.695305,4309.8,0.885931118,0.208235294
9796,2.348,8678.724551,4310.24,0.885945748,0.207058824
9797,2.318,8679.740647,4310.68,0.885959033,0.224705882
9798,2.294,8680.746223,4311.12,0.885971241,0.238823529
9799,2.262,8681.737771,4311.56,0.885982016,0.257647059
9800,2.286,8682.73984,4312,0.885993861,0.243529412
9801,2.276,8683.737525,4312.44,0.886005257,0.249411765
9802,2.294,8684.7431,4312.88,0.886017456,0.238823529
9803,2.308,8685.754813,4313.32,0.886030278,0.230588235
9804,2.303,8686.764334,4313.76,0.886042874,0.233529412
9805,2.306,8687.775169,4314.2,0.886055601,0.231764706
9806,2.298,8688.782498,4314.64,0.886067968,0.236470588
9807,2.282,8689.782814,4315.08,0.886079618,0.245882353
9808,2.308,8690.794526,4315.52,0.886092427,0.230588235
9809,2.322,8691.812376,4315.96,0.886105859,0.222352941
9810,2.302,8692.821458,4316.4,0.886118395,0.234117647
9811,2.31,8693.834047,4316.84,0.886131286,0.229411765
9812,2.314,8694.84839,4317.28,0.886144353,0.227058824
9813,2.276,8695.846075,4317.72,0.886155719,0.249411765
9814,2.328,8696.866554,4318.16,0.886169406,0.218823529
9815,2.362,8697.901938,4318.6,0.886184609,0.198823529
9816,2.334,8698.925047,4319.04,0.886198558,0.215294118
9817,2.342,8699.951664,4319.48,0.886212862,0.210588235
9818,2.327,8700.971705,4319.92,0.886226493,0.219411765
9819,2.312,8701.985171,4320.36,0.886239451,0.228235294
9820,2.308,8702.996883,4320.8,0.886252228,0.230588235
9821,2.324,8704.015609,4321.24,0.886265717,0.221176471
9822,2.36,8705.050116,4321.68,0.88628081,0.2
9823,2.36,8706.084622,4322.12,0.8862959,0.2
9824,2.326,8707.104225,4322.56,0.886309469,0.22
9825,2.326,8708.123828,4323,0.886323036,0.22
9826,2.294,8709.129403,4323.44,0.886335172,0.238823529
9827,2.29,8710.133226,4323.88,0.886347128,0.241176471
9828,2.302,8711.142308,4324.32,0.886359616,0.234117647
9829,2.316,8712.157527,4324.76,0.886372726,0.225882353
9830,2.334,8713.180637,4325.2,0.886386636,0.215294118
9831,2.344,8714.20813,4325.64,0.88640099,0.209411765
9832,2.37,8715.24702,4326.08,0.886416499,0.194117647
9833,2.386,8716.292924,4326.52,0.886432719,0.184705882
9834,2.346,8717.321294,4326.96,0.886447152,0.208235294
9835,2.33,8718.34265,4327.4,0.886460869,0.217647059
9836,2.308,8719.354362,4327.84,0.886473603,0.230588235
9837,2.334,8720.377472,4328.28,0.886487493,0.215294118
9838,2.354,8721.409348,4328.72,0.886502272,0.203529412
9839,2.326,8722.428951,4329.16,0.886515799,0.22
9840,2.38,8723.472225,4329.6,0.88653173,0.188235294
9841,2.374,8724.512868,4330.04,0.88654739,0.191764706
9842,2.354,8725.544745,4330.48,0.886562157,0.203529412
9843,2.327,8726.564786,4330.92,0.886575717,0.219411765
9844,2.306,8727.575622,4331.36,0.88658834,0.231764706
9845,2.332,8728.597855,4331.8,0.886602118,0.216470588
9846,2.306,8729.60869,4332.24,0.886614736,0.231764706
9847,2.308,8730.620403,4332.68,0.88662744,0.230588235
9848,2.294,8731.625978,4333.12,0.886639519,0.238823529
9849,2.284,8732.62717,4333.56,0.886651149,0.244705882
9850,2.282,8733.627486,4334,0.886662689,0.245882353
9851,2.3,8734.635691,4334.44,0.886675027,0.235294118
9852,2.324,8735.654417,4334.88,0.886688431,0.221176471
9853,2.33,8736.675774,4335.32,0.886702098,0.217647059
9854,2.332,8737.698006,4335.76,0.886715852,0.216470588
9855,2.358,8738.731636,4336.2,0.88673076,0.201176471
9856,2.363,8739.767458,4336.64,0.886745887,0.198235294
9857,2.354,8740.799335,4337.08,0.88676061,0.203529412
9858,2.362,8741.834718,4337.52,0.886775687,0.198823529
9859,2.356,8742.867471,4337.96,0.886790493,0.202352941
9860,2.35,8743.897595,4338.4,0.88680503,0.205882353
