Depth (ft),Density (g/cm^3),Overburden stress (psi),Hydrostatic pore pressure (psi),Overburden gradient (psi/ft),Porosity (-)
2014,1.883044135,1235.005852,886.16,0.613210453,0.480562273
2015,1.883224652,1235.831364,886.6,0.613315814,0.480456087
2016,1.883405169,1236.656956,887.04,0.613421109,0.480349901
2017,1.883585686,1237.482626,887.48,0.613526339,0.480243714
2018,1.883766203,1238.308375,887.92,0.613631504,0.480137528
2019,1.88394672,1239.134204,888.36,0.613736604,0.480031341
2020,1.884127237,1239.960112,888.8,0.613841639,0.479925155
2021,1.884307753,1240.786098,889.24,0.61394661,0.479818969
2022,1.88448827,1241.612164,889.68,0.614051516,0.479712782
2023,1.884668787,1242.438309,890.12,0.614156357,0.479606596
2024,1.884849304,1243.264534,890.56,0.614261133,0.479500409
2025,1.885029821,1244.090837,891,0.614365845,0.479394223
2026,1.885210338,1244.91722,891.44,0.614470493,0.479288036
2027,1.885390855,1245.743681,891.88,0.614575077,0.47918185
2028,1.885571372,1246.570222,892.32,0.614679597,0.479075664
2029,1.885751889,1247.396842,892.76,0.614784052,0.478969477
2030,1.885932406,1248.223541,893.2,0.614888444,0.478863291
2031,1.886112922,1249.050319,893.64,0.614992771,0.478757104
2032,1.886293439,1249.877176,894.08,0.615097036,0.478650918
2033,1.886473956,1250.704113,894.52,0.615201236,0.478544732
2034,1.886654473,1251.531128,894.96,0.615305373,0.478438545
2035,1.88683499,1252.358223,895.4,0.615409446,0.478332359
2036,1.887015507,1253.185397,895.84,0.615513456,0.478226172
2037,1.887196024,1254.012649,896.28,0.615617403,0.478119986
2038,1.887376541,1254.839981,896.72,0.615721286,0.4780138
2039,1.887557058,1255.667393,897.16,0.615825107,0.477907613
2040,1.887737575,1256.494883,897.6,0.615928864,0.477801427
2041,1.887918091,1257.322452,898.04,0.616032559,0.47769524
2042,1.888098608,1258.150101,898.48,0.61613619,0.477589054
2043,1.888279125,1258.977829,898.92,0.616239759,0.477482868
2044,1.888459642,1259.805635,899.36,0.616343266,0.477376681
2045,1.888640159,1260.633521,899.8,0.61644671,0.477270495
2046,1.888820676,1261.461486,900.24,0.616550091,0.477164308
2047,1.889001193,1262.289531,900.68,0.61665341,0.477058122
2048,1.88918171,1263.117654,901.12,0.616756667,0.476951935
2049,1.889362227,1263.945856,901.56,0.616859862,0.476845749
2050,1.889542744,1264.774138,902,0.616962994,0.476739563
2051,1.88972326,1265.602499,902.44,0.617066065,0.476633376
2052,1.889903777,1266.430939,902.88,0.617169073,0.47652719
2053,1.890084294,1267.259458,903.32,0.61727202,0.476421003
2054,1.890264811,1268.088056,903.76,0.617374905,0.476314817
2055,1.890445328,1268.916733,904.2,0.617477729,0.476208631
2056,1.890625845,1269.745489,904.64,0.617580491,0.476102444
2057,1.890806362,1270.574325,905.08,0.617683191,0.475996258
2058,1.890986879,1271.40324,905.52,0.617785831,0.475890071
2059,1.891167396,1272.232233,905.96,0.617888409,0.475783885
2060,1.891347913,1273.061306,906.4,0.617990925,0.475677699
2061,1.891528429,1273.890458,906.84,0.618093381,0.475571512
2062,1.891708946,1274.719689,907.28,0.618195776,0.475465326
2063,1.891889463,1275.549,907.72,0.618298109,0.475359139
2064,1.89206998,1276.378389,908.16,0.618400382,0.475252953
2065,1.892250497,1277.207858,908.6,0.618502594,0.475146766
2066,1.892431014,1278.037405,909.04,0.618604746,0.47504058
2067,1.892611531,1278.867032,909.48,0.618706837,0.474934394
2068,1.892792048,1279.696738,909.92,0.618808868,0.474828207
2069,1.892972565,1280.526523,910.36,0.618910838,0.474722021
2070,1.893153082,1281.356387,910.8,0.619012747,0.474615834
2071,1.893333598,1282.186331,911.24,0.619114597,0.474509648
2072,1.893514115,1283.016353,911.68,0.619216387,0.474403462
2073,1.893694632,1283.846455,912.12,0.619318116,0.474297275
2074,1.893875149,1284.676635,912.56,0.619419786,0.474191089
2075,1.894055666,1285.506895,913,0.619521395,0.474084902
2076,1.894236183,1286.337234,913.44,0.619622945,0.473978716
2077,1.8944167,1287.167652,913.88,0.619724435,0.47387253
2078,1.894597217,1287.998149,914.32,0.619825866,0.473766343
2079,1.894777734,1288.828726,914.76,0.619927237,0.473660157
2080,1.89495825,1289.659381,915.2,0.620028549,0.47355397
2081,1.895138767,1290.490116,915.64,0.620129801,0.473447784
2082,1.895319284,1291.32093,916.08,0.620230994,0.473341597
2083,1.895499801,1292.151823,916.52,0.620332128,0.473235411
2084,1.895680318,1292.982795,916.96,0.620433203,0.473129225
2085,1.895860835,1293.813846,917.4,0.620534219,0.473023038
2086,1.896041352,1294.644976,917.84,0.620635175,0.472916852
2087,1.896221869,1295.476185,918.28,0.620736073,0.472810665
2088,1.896402386,1296.307474,918.72,0.620836913,0.472704479
2089,1.896582903,1297.138841,919.16,0.620937693,0.472598293
2090,1.896763419,1297.970288,919.6,0.621038415,0.472492106
2091,1.896943936,1298.801814,920.04,0.621139079,0.47238592
2092,1.897124453,1299.633419,920.48,0.621239684,0.472279733
2093,1.89730497,1300.465103,920.92,0.621340231,0.472173547
2094,1.897485487,1301.296867,921.36,0.62144072,0.472067361
2095,1.897666004,1302.128709,921.8,0.62154115,0.471961174
2096,1.897846521,1302.960631,922.24,0.621641522,0.471854988
2097,1.898027038,1303.792631,922.68,0.621741837,0.471748801
2098,1.898207555,1304.624711,923.12,0.621842093,0.471642615
2099,1.898388072,1305.45687,923.56,0.621942292,0.471536428
2100,1.898568588,1306.289108,924,0.622042432,0.471430242
2101,1.898749105,1307.121425,924.44,0.622142516,0.471324056
2102,1.898929622,1307.953822,924.88,0.622242541,0.471217869
2103,1.899110139,1308.786297,925.32,0.622342509,0.471111683
2104,1.899290656,1309.618852,925.76,0.62244242,0.471005496
2105,1.899471173,1310.451486,926.2,0.622542273,0.47089931
2106,1.89965169,1311.284198,926.64,0.62264207,0.470793124
2107,1.899832207,1312.11699,927.08,0.622741808,0.470686937
2108,1.900012724,1312.949862,927.52,0.62284149,0.470580751
2109,1.900193241,1313.782812,927.96,0.622941115,0.470474564
2110,1.900373757,1314.615841,928.4,0.623040683,0.470368378
2111,1.900554274,1315.44895,928.84,0.623140194,0.470262192
2112,1.900734791,1316.282137,929.28,0.623239648,0.470156005
2113,1.900915308,1317.115404,929.72,0.623339046,0.470049819
2114,1.901095825,1317.94875,930.16,0.623438387,0.469943632
2115,1.901276342,1318.782175,930.6,0.623537671,0.469837446
2116,1.901456859,1319.615679,931.04,0.623636899,0.46973126
2117,1.901637376,1320.449262,931.48,0.623736071,0.469625073
2118,1.901817893,1321.282925,931.92,0.623835186,0.469518887
2119,1.90199841,1322.116666,932.36,0.623934246,0.4694127
2120,1.902178926,1322.950487,932.8,0.624033249,0.469306514
2121,1.902359443,1323.784387,933.24,0.624132196,0.469200327
2122,1.90253996,1324.618366,933.68,0.624231087,0.469094141
2123,1.902720477,1325.452424,934.12,0.624329922,0.468987955
2124,1.902900994,1326.286561,934.56,0.624428701,0.468881768
2125,1.903081511,1327.120777,935,0.624527425,0.468775582
2126,1.903262028,1327.955073,935.44,0.624626093,0.468669395
2127,1.903442545,1328.789447,935.88,0.624724705,0.468563209
2128,1.903623062,1329.623901,936.32,0.624823262,0.468457023
2129,1.903803579,1330.458434,936.76,0.624921763,0.468350836
2130,1.903984095,1331.293046,937.2,0.625020209,0.46824465
2131,1.904164612,1332.127737,937.64,0.6251186,0.468138463
2132,1.904345129,1332.962507,938.08,0.625216936,0.468032277
2133,1.904525646,1333.797357,938.52,0.625315216,0.467926091
2134,1.904706163,1334.632285,938.96,0.625413442,0.467819904
2135,1.90488668,1335.467293,939.4,0.625511612,0.467713718
2136,1.905067197,1336.302379,939.84,0.625609728,0.467607531
2137,1.905247714,1337.137545,940.28,0.625707789,0.467501345
2138,1.905428231,1337.97279,940.72,0.625805795,0.467395158
2139,1.905608748,1338.808114,941.16,0.625903747,0.467288972
2140,1.905789264,1339.643518,941.6,0.626001644,0.467182786
2141,1.905969781,1340.479,942.04,0.626099486,0.467076599
2142,1.906150298,1341.314562,942.48,0.626197274,0.466970413
2143,1.906330815,1342.150202,942.92,0.626295008,0.466864226
2144,1.906511332,1342.985922,943.36,0.626392688,0.46675804
2145,1.906691849,1343.821721,943.8,0.626490313,0.466651854
2146,1.906872366,1344.657599,944.24,0.626587884,0.466545667
2147,1.907052883,1345.493556,944.68,0.626685401,0.466439481
2148,1.9072334,1346.329592,945.12,0.626782864,0.466333294
2149,1.907413917,1347.165708,945.56,0.626880274,0.466227108
2150,1.907594433,1348.001902,946,0.626977629,0.466120922
2151,1.90777495,1348.838176,946.44,0.627074931,0.466014735
2152,1.907955467,1349.674529,946.88,0.627172179,0.465908549
2153,1.908135984,1350.510961,947.32,0.627269373,0.465802362
2154,1.908316501,1351.347472,947.76,0.627366514,0.465696176
2155,1.908497018,1352.184062,948.2,0.627463602,0.465589989
2156,1.908677535,1353.020732,948.64,0.627560636,0.465483803
2157,1.908858052,1353.85748,949.08,0.627657617,0.465377617
2158,1.909038569,1354.694308,949.52,0.627754545,0.46527143
2159,1.909219085,1355.531214,949.96,0.627851419,0.465165244
2160,1.909399602,1356.3682,950.4,0.627948241,0.465059057
2161,1.909580119,1357.205265,950.84,0.628045009,0.464952871
2162,1.909760636,1358.042409,951.28,0.628141725,0.464846685
2163,1.909941153,1358.879633,951.72,0.628238388,0.464740498
2164,1.91012167,1359.716935,952.16,0.628334998,0.464634312
2165,1.910302187,1360.554316,952.6,0.628431555,0.464528125
2166,1.910482704,1361.391777,953.04,0.62852806,0.464421939
2167,1.910663221,1362.229317,953.48,0.628624512,0.464315753
2168,1.910843738,1363.066936,953.92,0.628720911,0.464209566
2169,1.911024254,1363.904634,954.36,0.628817259,0.46410338
2170,1.911204771,1364.742411,954.8,0.628913553,0.463997193
2171,1.911385288,1365.580267,955.24,0.629009796,0.463891007
2172,1.911565805,1366.418203,955.68,0.629105986,0.46378482
2173,1.911746322,1367.256217,956.12,0.629202125,0.463678634
2174,1.911926839,1368.094311,956.56,0.629298211,0.463572448
2175,1.912107356,1368.932484,957,0.629394245,0.463466261
2176,1.912287873,1369.770736,957.44,0.629490228,0.463360075
2177,1.91246839,1370.609067,957.88,0.629586158,0.463253888
2178,1.912648907,1371.447477,958.32,0.629682037,0.463147702
2179,1.912829423,1372.285966,958.76,0.629777864,0.463041516
2180,1.91300994,1373.124535,959.2,0.62987364,0.462935329
2181,1.913190457,1373.963182,959.64,0.629969364,0.462829143
2182,1.913370974,1374.801909,960.08,0.630065036,0.462722956
2183,1.913551491,1375.640715,960.52,0.630160657,0.46261677
2184,1.913732008,1376.4796,960.96,0.630256227,0.462510584
2185,1.913912525,1377.318564,961.4,0.630351745,0.462404397
2186,1.914093042,1378.157607,961.84,0.630447213,0.462298211
2187,1.914273559,1378.996729,962.28,0.630542629,0.462192024
2188,1.914454076,1379.835931,962.72,0.630637994,0.462085838
2189,1.914634592,1380.675211,963.16,0.630733308,0.461979652
2190,1.914815109,1381.514571,963.6,0.630828571,0.461873465
2191,1.914995626,1382.35401,964.04,0.630923784,0.461767279
2192,1.915176143,1383.193528,964.48,0.631018945,0.461661092
2193,1.91535666,1384.033125,964.92,0.631114056,0.461554906
2194,1.915537177,1384.872801,965.36,0.631209116,0.461448719
2195,1.915717694,1385.712557,965.8,0.631304126,0.461342533
2196,1.915898211,1386.552391,966.24,0.631399085,0.461236347
2197,1.916078728,1387.392305,966.68,0.631493994,0.46113016
2198,1.916259245,1388.232298,967.12,0.631588853,0.461023974
2199,1.916439761,1389.07237,967.56,0.631683661,0.460917787
2200,1.916620278,1389.912521,968,0.631778419,0.460811601
2201,1.916800795,1390.752751,968.44,0.631873126,0.460705415
2202,1.916981312,1391.59306,968.88,0.631967784,0.460599228
2203,1.917161829,1392.433449,969.32,0.632062392,0.460493042
2204,1.917342346,1393.273916,969.76,0.632156949,0.460386855
2205,1.917522863,1394.114463,970.2,0.632251457,0.460280669
2206,1.91770338,1394.955089,970.64,0.632345915,0.460174483
2207,1.917883897,1395.795794,971.08,0.632440323,0.460068296
2208,1.918064414,1396.636578,971.52,0.632534682,0.45996211
2209,1.91824493,1397.477441,971.96,0.632628991,0.459855923
2210,1.918425447,1398.318383,972.4,0.63272325,0.459749737
2211,1.918605964,1399.159405,972.84,0.63281746,0.45964355
2212,1.918786481,1400.000505,973.28,0.632911621,0.459537364
2213,1.918966998,1400.841685,973.72,0.633005732,0.459431178
2214,1.919147515,1401.682944,974.16,0.633099794,0.459324991
2215,1.919328032,1402.524282,974.6,0.633193807,0.459218805
2216,1.919508549,1403.365699,975.04,0.63328777,0.459112618
2217,1.919689066,1404.207195,975.48,0.633381685,0.459006432
2218,1.919869583,1405.048771,975.92,0.63347555,0.458900246
2219,1.920050099,1405.890425,976.36,0.633569367,0.458794059
2220,1.920230616,1406.732159,976.8,0.633663135,0.458687873
2221,1.920411133,1407.573972,977.24,0.633756853,0.458581686
2222,1.92059165,1408.415863,977.68,0.633850524,0.4584755
2223,1.920772167,1409.257835,978.12,0.633944145,0.458369314
2224,1.920952684,1410.099885,978.56,0.634037718,0.458263127
2225,1.921133201,1410.942014,979,0.634131242,0.458156941
2226,1.921313718,1411.784222,979.44,0.634224718,0.458050754
2227,1.921494235,1412.62651,979.88,0.634318145,0.457944568
2228,1.921674751,1413.468877,980.32,0.634411524,0.457838381
2229,1.921855268,1414.311322,980.76,0.634504855,0.457732195
2230,1.922035785,1415.153847,981.2,0.634598138,0.457626009
2231,1.922216302,1415.996451,981.64,0.634691372,0.457519822
2232,1.922396819,1416.839135,982.08,0.634784558,0.457413636
2233,1.922577336,1417.681897,982.52,0.634877697,0.457307449
2234,1.922757853,1418.524738,982.96,0.634970787,0.457201263
2235,1.92293837,1419.367659,983.4,0.635063829,0.457095077
2236,1.923118887,1420.210659,983.84,0.635156824,0.45698889
2237,1.923299404,1421.053737,984.28,0.635249771,0.456882704
2238,1.92347992,1421.896895,984.72,0.63534267,0.456776517
2239,1.923660437,1422.740133,985.16,0.635435521,0.456670331
2240,1.923840954,1423.583449,985.6,0.635528325,0.456564145
2241,1.924021471,1424.426844,986.04,0.635621082,0.456457958
2242,1.924201988,1425.270319,986.48,0.635713791,0.456351772
2243,1.924382505,1426.113872,986.92,0.635806452,0.456245585
2244,1.924563022,1426.957505,987.36,0.635899066,0.456139399
2245,1.924743539,1427.801217,987.8,0.635991633,0.456033212
2246,1.924924056,1428.645008,988.24,0.636084153,0.455927026
2247,1.925104573,1429.488878,988.68,0.636176626,0.45582084
2248,1.925285089,1430.332827,989.12,0.636269051,0.455714653
2249,1.925465606,1431.176856,989.56,0.63636143,0.455608467
2250,1.925646123,1432.020963,990,0.636453761,0.45550228
2251,1.92582664,1432.86515,990.44,0.636546046,0.455396094
2252,1.926007157,1433.709416,990.88,0.636638284,0.455289908
2253,1.926187674,1434.553761,991.32,0.636730475,0.455183721
2254,1.926368191,1435.398185,991.76,0.63682262,0.455077535
2255,1.926548708,1436.242688,992.2,0.636914717,0.454971348
2256,1.926729225,1437.08727,992.64,0.637006769,0.454865162
2257,1.926909742,1437.931931,993.08,0.637098773,0.454758976
2258,1.927090258,1438.776672,993.52,0.637190732,0.454652789
2259,1.927270775,1439.621492,993.96,0.637282644,0.454546603
2260,1.927451292,1440.466391,994.4,0.637374509,0.454440416
2261,1.927631809,1441.311368,994.84,0.637466328,0.45433423
2262,1.927812326,1442.156426,995.28,0.637558101,0.454228044
2263,1.927992843,1443.001562,995.72,0.637649828,0.454121857
2264,1.92817336,1443.846777,996.16,0.637741509,0.454015671
2265,1.928353877,1444.692072,996.6,0.637833144,0.453909484
2266,1.928534394,1445.537445,997.04,0.637924733,0.453803298
2267,1.928714911,1446.382898,997.48,0.638016276,0.453697111
2268,1.928895427,1447.22843,997.92,0.638107773,0.453590925
2269,1.929075944,1448.074041,998.36,0.638199225,0.453484739
2270,1.929256461,1448.919731,998.8,0.63829063,0.453378552
2271,1.929436978,1449.7655,999.24,0.63838199,0.453272366
2272,1.929617495,1450.611348,999.68,0.638473305,0.453166179
2273,1.929798012,1451.457276,1000.12,0.638564574,0.453059993
2274,1.929978529,1452.303283,1000.56,0.638655797,0.452953807
2275,1.930159046,1453.149368,1001,0.638746975,0.45284762
2276,1.930339563,1453.995533,1001.44,0.638838108,0.452741434
2277,1.93052008,1454.841777,1001.88,0.638929195,0.452635247
2278,1.930700596,1455.6881,1002.32,0.639020237,0.452529061
2279,1.930881113,1456.534503,1002.76,0.639111234,0.452422875
2280,1.93106163,1457.380984,1003.2,0.639202186,0.452316688
2281,1.931242147,1458.227545,1003.64,0.639293093,0.452210502
2282,1.931422664,1459.074184,1004.08,0.639383955,0.452104315
2283,1.931603181,1459.920903,1004.52,0.639474771,0.451998129
2284,1.931783698,1460.767701,1004.96,0.639565543,0.451891942
2285,1.931964215,1461.614578,1005.4,0.639656271,0.451785756
2286,1.932144732,1462.461534,1005.84,0.639746953,0.45167957
2287,1.932325249,1463.30857,1006.28,0.639837591,0.451573383
2288,1.932505765,1464.155684,1006.72,0.639928184,0.451467197
2289,1.932686282,1465.002878,1007.16,0.640018732,0.45136101
2290,1.932866799,1465.85015,1007.6,0.640109236,0.451254824
2291,1.933047316,1466.697502,1008.04,0.640199695,0.451148638
2292,1.933227833,1467.544933,1008.48,0.64029011,0.451042451
2293,1.93340835,1468.392443,1008.92,0.640380481,0.450936265
2294,1.933588867,1469.240033,1009.36,0.640470808,0.450830078
2295,1.933769384,1470.087701,1009.8,0.64056109,0.450723892
2296,1.933949901,1470.935448,1010.24,0.640651328,0.450617706
2297,1.934130417,1471.783275,1010.68,0.640741522,0.450511519
2298,1.934310934,1472.631181,1011.12,0.640831671,0.450405333
2299,1.934491451,1473.479166,1011.56,0.640921777,0.450299146
2300,1.934671968,1474.32723,1012,0.641011839,0.45019296
2301,1.934852485,1475.175373,1012.44,0.641101857,0.450086773
2302,1.935033002,1476.023595,1012.88,0.641191831,0.449980587
2303,1.935213519,1476.871896,1013.32,0.641281761,0.449874401
2304,1.935394036,1477.720277,1013.76,0.641371648,0.449768214
2305,1.935574553,1478.568737,1014.2,0.641461491,0.449662028
2306,1.93575507,1479.417275,1014.64,0.64155129,0.449555841
2307,1.935935586,1480.265893,1015.08,0.641641046,0.449449655
2308,1.936116103,1481.11459,1015.52,0.641730758,0.449343469
2309,1.93629662,1481.963367,1015.96,0.641820427,0.449237282
2310,1.936477137,1482.812222,1016.4,0.641910053,0.449131096
2311,1.936657654,1483.661156,1016.84,0.641999635,0.449024909
2312,1.936838171,1484.51017,1017.28,0.642089174,0.448918723
2313,1.937018688,1485.359263,1017.72,0.642178669,0.448812537
2314,1.937199205,1486.208434,1018.16,0.642268122,0.44870635
2315,1.937379722,1487.057685,1018.6,0.642357531,0.448600164
2316,1.937560239,1487.907015,1019.04,0.642446898,0.448493977
2317,1.937740755,1488.756425,1019.48,0.642536221,0.448387791
2318,1.937921272,1489.605913,1019.92,0.642625502,0.448281604
2319,1.938101789,1490.45548,1020.36,0.642714739,0.448175418
2320,1.938282306,1491.305127,1020.8,0.642803934,0.448069232
2321,1.938462823,1492.154853,1021.24,0.642893086,0.447963045
